time,Pyr_MEAN,Pyr_STD,Lac_MEAN,Lac_STD
0.0,54719.99999999999,6566.399999999999,0.0,1.0
15.0,41637.154514847796,4996.458541781735,21.91728683680841,1.5601173853345807
20.0,38012.20234081966,4561.464280898359,21.95829463866506,1.9059549911000793
25.0,34702.843648381284,4164.341237805754,34.06536565868128,2.173792439137053
30.0,31681.602074427166,3801.79224893126,32.080525515046645,2.375183535211997
35.0,28923.393418193496,3470.8072101832195,31.74531936535718,2.520203713829529
40.0,26405.31747901709,3168.6380974820504,36.14125099224423,2.6176242820958278
45.0,24106.46771135178,2892.7761253622134,35.3145379867082,2.6750683531376485
50.0,22007.757901369117,2640.930948164294,34.75480149096725,2.6991489805612185
55.0,20091.763431635532,2411.011611796264,38.64579498941729,2.6955917666568907
60.0,18342.576736978343,2201.109208437401,35.852101115643855,2.669343139696633
65.0,16745.675356652286,2009.4810427982743,29.179911199988645,2.624666090907792
70.0,15287.801082096084,1834.5361298515302,35.122782642734606,2.5652249995885708
75.0,13956.849945264703,1674.8219934317642,31.802693373854538,2.494160351517093
80.0,12741.771832602115,1529.0126199122537,34.04481971360225,2.4141547003675226
85.0,11632.478746128312,1395.8974495353973,30.566453277443856,2.3274908820507956
90.0,10619.760915755369,1274.3713098906442,31.76233818727294,2.236103412979939
95.0,9695.210384904018,1163.425246188482,27.575392225804418,2.141623667163619
100.0,8851.151216993281,1062.1381460391938,26.044585376972726,2.045419658951534
105.0,8080.575769666773,969.6690923600128,23.432698987931364,1.9486310343598
110.0,7377.086495051272,885.2503794061527,25.891332527530533,1.8521998266699966
115.0,6734.842822846397,808.1811387415677,27.1346523326722,1.756897444265124
120.0,6148.512672438466,737.8215206926159,20.929953207910973,1.6633483337286326
125.0,5613.228183014472,673.5873819617366,20.0386212765384,1.5720507085567976
130.0,5124.545291324099,614.9454349588918,19.64875802478363,1.4833946869513908
135.0,4678.406854766884,561.408822572026,19.649971458731603,1.3976781292979654
140.0,4271.10894223049,512.5330730676588,18.46706231421269,1.3151204751037728
145.0,3899.2700956196886,467.9124114743626,17.09858012327481,1.2358747840095172
150.0,3559.8032420728787,427.1763890487454,13.942069941043966,1.1600382195908874
155.0,3249.8900732151997,389.98680878582394,13.92553909281743,1.0876611449495268
160.0,2966.9576443010965,356.03491731613155,13.277178546025157,1.0187550100083613
165.0,2708.6570288190997,325.0388434582919,14.294378838899032,1.0
170.0,2472.843781188009,296.74125374256107,11.761937863885512,1.0
175.0,2257.5601826164257,270.90722191397106,12.309606417329492,1.0
180.0,2061.018878193482,247.32226538321785,12.150122220954685,1.0
185.0,1881.5881895171044,225.79058274205252,9.685589311134951,1.0
190.0,1717.7784892346276,206.13341870815532,7.968100815594305,1.0
195.0,1568.2298331813392,188.1875799817607,6.616205113980462,1.0
200.0,1431.700662085158,171.80407945021895,9.241810363296644,1.0
205.0,1307.0575065314883,156.8469007837786,8.784825576496821,1.0
210.0,1193.2655819389083,143.191869832669,5.31959646615128,1.0
215.0,1089.380184735671,130.72562216828052,6.024579982981267,1.0
220.0,994.5388655642187,119.34466386770623,5.2134385738848135,1.0
225.0,907.9542560420806,108.95451072504967,5.796990939439157,1.0
230.0,828.9075356366836,99.46890427640203,5.351472888117801,1.0
235.0,756.7424680927359,90.8090961711283,4.4847460447107474,1.0
240.0,690.8599460611191,82.9031935273343,3.484161921978025,1.0
245.0,630.7130201208951,75.6855624145074,2.1171403992888083,1.0
250.0,575.8023572583772,69.09628287100527,3.978364315669356,1.0
255.0,525.6720962225892,63.0806515467107,2.016906865809271,1.0
260.0,479.906064997082,57.58872779964984,1.935626135586212,1.0
265.0,438.1243217731249,52.57491861277499,2.249971837070049,1.0
270.0,399.9800020111594,47.99760024133913,3.130039029198175,1.0
275.0,365.15643853508584,43.8187726242103,2.3327486395099264,1.0
280.0,333.3645288621204,40.00374346345444,1.012043598981905,1.0
285.0,304.34034504051556,36.52084140486186,1.9992787045825335,1.0
290.0,277.8429349842787,33.34115219811344,0.18615916853859615,1.0
295.0,253.65232270241904,30.438278724290285,1.784949940711734,1.0
300.0,231.56768373975126,27.788122048770152,0.3330101511121062,1.0
305.0,211.40567666673877,25.368681200008652,1.9320678049949815,1.0
310.0,192.9989209404037,23.159870512848443,0.9235388224728732,1.0
315.0,176.19460909804053,21.14335309176486,0.39761434639651305,1.0
320.0,160.85323627809228,19.30238835337107,2.6461107247730515,1.0
325.0,146.84744222770465,17.621693067324557,1.4519357637571968,1.0
330.0,134.06095663057488,16.087314795668984,1.6196924909704986,1.0
335.0,122.38762853699461,14.686515424439353,0.5743909893095732,1.0
340.0,111.73055024978927,13.407666029974713,0.2456802469353503,1.0
345.0,102.00124886333106,12.240149863599726,0.128001868728005,1.0
350.0,93.1189543548025,11.1742745225763,-1.3478101210479296,1.0
355.0,85.00992923162903,10.201191507795484,2.983546550199663,1.0
360.0,77.60685469638686,9.312822563566423,1.8629511417648987,1.0
365.0,70.84827274028017,8.50179272883362,0.3837522015273652,1.0
370.0,64.67807576127674,7.761369091353209,-0.9825700445668115,1.0
375.0,59.04504068028663,7.085404881634395,2.413060710936552,1.0
380.0,53.90240381551194,6.468288457861433,-0.2044071302831778,1.0
385.0,49.20747255938305,5.904896707125966,0.8986924110988783,1.0
390.0,44.92127089440806,5.390552507328967,0.5812145636326113,1.0
395.0,41.008216264019445,4.920985951682333,0.7733476815077627,1.0
